yearly_agency_id,agency_id,data_year,ori,legacy_ori,covered_by_legacy_ori,direct_contributor_flag,dormant_flag,dormant_year,reporting_type,ucr_agency_name,ncic_agency_name,pub_agency_name,pub_agency_unit,agency_status,state_id,state_name,state_abbr,state_postal_abbr,division_code,division_name,region_code,region_name,region_desc,agency_type_name,population,submitting_agency_id,sai,submitting_agency_name,suburban_area_flag,population_group_id,population_group_code,population_group_desc,parent_pop_group_code,parent_pop_group_desc,mip_flag,pop_sort_order,summary_rape_def,pe_reported_flag,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,officer_rate,employee_rate,nibrs_cert_date,nibrs_start_date,nibrs_leoka_start_date,nibrs_ct_start_date,nibrs_multi_bias_start_date,nibrs_off_eth_start_date,covered_flag,county_name,msa_name,publishable_flag,participated,nibrs_participated
93442022,9344,2022,MN0630000,MN0630000,,N,N,,I,RED LAKE,RED LAKE CO SO RED LAKE FALLS,Red Lake,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,County,3936,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,9,2,11,0,1,1,2.3,3.0,2016-06-01,2019-05-01,2019-05-01,2019-08-01,2019-08-01,2019-06-01,N,RED LAKE,Not Specified,Y,Y,Y
93452022,9345,2022,MN0640000,MN0640000,,N,N,,I,REDWOOD,REDWOOD CO SO REDWOOD FALLS,Redwood,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,County,7859,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,14,8,22,1,10,11,1.9,4.2,2016-06-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,N,REDWOOD,Not Specified,Y,Y,Y
93462022,9346,2022,MN0640200,MN0640200,,N,N,,I,REDWOOD FALLS,REDWOOD FALLS PD,Redwood Falls,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,5090,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,12,0,12,1,2,3,2.6,2.9,2016-06-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,N,REDWOOD,Not Specified,Y,Y,Y
93472022,9347,2022,MN0650000,MN0650000,,N,N,,I,RENVILLE,RENVILLE CO SO OLIVIA,Renville,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,County,7604,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,16,10,26,1,14,15,2.2,5.4,2016-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,N,RENVILLE,Not Specified,Y,Y,Y
93482022,9348,2022,MN0650300,MN0650300,,N,N,,I,OLIVIA,OLIVIA PD,Olivia,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,2327,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,3,0,3,1,0,1,1.7,1.7,2016-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,N,RENVILLE,Not Specified,Y,Y,Y
93492022,9349,2022,MN0660000,MN0660000,,N,N,,I,RICE,RICE CO SO FARIBAULT,Rice,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,County,17010,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,28,21,49,3,15,18,1.8,3.9,2016-06-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,N,RICE,Not Specified,Y,Y,Y
93502022,9350,2022,MN0660100,MN0660100,,N,N,,I,FARIBAULT,FARIBAULT PD,Faribault,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,24417,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,30,1,31,3,6,9,1.4,1.6,2016-06-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,N,RICE,Not Specified,Y,Y,Y
93512022,9351,2022,MN0660200,MN0660200,,N,N,,I,NORTHFIELD,NORTHFIELD PD,Northfield,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,20746,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,21,0,21,2,6,8,1.1,1.4,2016-06-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,N,"DAKOTA, RICE","Minneapolis-St. Paul-Bloomington, MN-WI",Y,Y,Y
93522022,9352,2022,MN0670000,MN0670000,,N,N,,I,ROCK,ROCK CO SO LUVERNE,Rock,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,County,9670,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,14,2,16,0,3,3,1.4,2.0,2016-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,N,ROCK,Not Specified,Y,Y,Y
93542022,9354,2022,MN0680000,MN0680000,,N,N,,I,ROSEAU,ROSEAU CO SO ROSEAU,Roseau,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,County,10710,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,12,3,15,0,8,8,1.1,2.1,2016-06-01,2020-11-01,2020-11-01,2020-11-01,2020-11-01,2020-11-01,N,ROSEAU,Not Specified,Y,Y,Y
93552022,9355,2022,MN0680100,MN0680100,,N,N,,I,ROSEAU,ROSEAU PD,Roseau,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,2721,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,5,0,5,0,1,1,1.8,2.2,2016-06-01,2020-11-01,2020-11-01,2020-11-01,2020-11-01,2020-11-01,N,ROSEAU,Not Specified,Y,Y,Y
93562022,9356,2022,MN0680200,MN0680200,,N,N,,I,WARROAD,WARROAD PD,Warroad,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,1815,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,5,0,5,0,1,1,2.8,3.3,2016-06-01,2020-11-01,2020-11-01,2020-12-01,2020-12-01,2020-12-01,N,ROSEAU,Not Specified,Y,Y,Y
93572022,9357,2022,MN0690000,MN0690000,,N,N,,I,ST. LOUIS,ST LOUIS CO SO DULUTH,St. Louis,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,County,55964,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,101,76,177,7,67,74,1.9,4.5,2016-06-01,2019-04-01,2019-04-01,2019-04-01,2019-04-01,2019-04-01,N,ST LOUIS,"Duluth, MN-WI",Y,Y,Y
93592022,9359,2022,MN0690200,MN0690200,,N,N,,I,BABBITT,BABBITT PD,Babbitt,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,1376,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,5,0,5,0,0,0,3.6,3.6,2016-06-01,2020-05-01,2020-05-01,2020-05-01,2020-05-01,2020-05-01,N,ST LOUIS,"Duluth, MN-WI",Y,Y,Y
93612022,9361,2022,MN0690500,MN0690500,,N,N,,I,CHISHOLM,CHISHOLM PD,Chisholm,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,4686,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,11,0,11,0,1,1,2.3,2.6,2016-06-01,2020-05-01,2020-05-01,2020-05-01,2020-05-01,2020-05-01,N,ST LOUIS,"Duluth, MN-WI",Y,Y,Y
93622022,9362,2022,MN0690600,MN0690600,,N,N,,I,DULUTH,DULUTH PD,Duluth,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,86144,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,111,10,121,24,28,52,1.6,2.0,2016-06-01,2020-11-01,2020-11-01,2020-11-01,2020-11-01,2020-11-01,N,ST LOUIS,"Duluth, MN-WI",Y,Y,Y
93632022,9363,2022,MN0690700,MN0690700,,N,N,,I,ELY,ELY PD,Ely,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,3212,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,7,0,7,0,1,1,2.2,2.5,2016-06-01,2020-05-01,2020-05-01,2020-05-01,2020-05-01,2020-05-01,N,ST LOUIS,"Duluth, MN-WI",Y,Y,Y
93642022,9364,2022,MN0690800,MN0690800,,N,N,,I,EVELETH,EVELETH PD,Eveleth,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,3434,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,10,0,10,0,1,1,2.9,3.2,2016-06-01,2020-04-01,2020-04-01,2020-04-01,2020-04-01,2020-04-01,N,ST LOUIS,"Duluth, MN-WI",Y,Y,Y
93652022,9365,2022,MN0690900,MN0690900,,N,N,,I,GILBERT,GILBERT PD,Gilbert,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,1665,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,5,0,5,2,0,2,4.2,4.2,2016-06-01,2020-04-01,2020-04-01,2020-04-01,2020-04-01,2020-04-01,N,ST LOUIS,"Duluth, MN-WI",Y,Y,Y
93662022,9366,2022,MN0691000,MN0691000,,N,N,,I,HIBBING,HIBBING PD,Hibbing,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,15980,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,26,0,26,3,5,8,1.8,2.1,2016-06-01,2020-05-01,2020-05-01,2020-05-01,2020-05-01,2020-05-01,N,ST LOUIS,"Duluth, MN-WI",Y,Y,Y
93692022,9369,2022,MN0691300,MN0691300,,N,N,,I,PROCTOR,PROCTOR PD,Proctor,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,3077,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,7,0,7,0,1,1,2.3,2.6,2016-06-01,2020-05-01,2020-05-01,2020-05-01,2020-05-01,2020-05-01,N,ST LOUIS,"Duluth, MN-WI",Y,Y,Y
93702022,9370,2022,MN0691400,MN0691400,,N,N,,I,VIRGINIA,VIRGINIA PD,Virginia,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,8276,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,20,1,21,3,2,5,2.8,3.1,2016-06-01,2020-11-01,2020-11-01,2020-11-01,2020-11-01,2020-11-01,N,ST LOUIS,"Duluth, MN-WI",Y,Y,Y
93712022,9371,2022,MN0691500,MN0691500,,N,N,,I,FLOODWOOD,FLOODWOOD PD,Floodwood,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,512,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,2,0,2,0,0,0,3.9,3.9,2016-06-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,ST LOUIS,"Duluth, MN-WI",Y,Y,Y
93722022,9372,2022,MN0691700,MN0691700,,N,N,,I,HERMANTOWN,HERMANTOWN PD,Hermantown,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,10218,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,14,0,14,2,3,5,1.6,1.9,2016-06-01,2020-04-01,2020-04-01,2020-05-01,2020-05-01,2020-05-01,N,ST LOUIS,"Duluth, MN-WI",Y,Y,Y
93732022,9373,2022,MN0691800,MN0691800,,N,N,,I,UNIV OF MN: DULUTH,UNIV OF MINN PD DULUTH,University of Minnesota:,Duluth,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,University or College,0,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,8,1,9,3,0,3,0,0,2016-06-01,2020-11-01,2020-11-01,2020-11-01,2020-11-01,2020-11-01,N,ST LOUIS,"Duluth, MN-WI",Y,Y,Y
93742022,9374,2022,MN0700000,MN0700000,,N,N,,I,SCOTT,SCOTT CO SO SHAKOPEE,Scott,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,County,24324,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,21,9C,"MSA counties from 10,000 thru 24,999",9,MSA Counties,N,21,,Y,48,45,93,4,50,54,2.1,6.0,2016-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,N,SCOTT,"Minneapolis-St. Paul-Bloomington, MN-WI",Y,Y,Y
93752022,9375,2022,MN0700100,MN0700100,,N,N,,I,BELLE PLAINE,BELLE PLAINE PD,Belle Plaine,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,7440,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,10,0,10,1,2,3,1.5,1.7,2016-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,N,SCOTT,"Minneapolis-St. Paul-Bloomington, MN-WI",Y,Y,Y
93762022,9376,2022,MN0700200,MN0700200,,N,N,,I,JORDAN,JORDAN PD,Jordan,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,6890,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,7,1,8,3,1,4,1.5,1.7,2016-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,N,SCOTT,"Minneapolis-St. Paul-Bloomington, MN-WI",Y,Y,Y
93772022,9377,2022,MN0700300,MN0700300,,N,N,,I,NEW PRAGUE,NEW PRAGUE PD,New Prague,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,8354,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,9,0,9,2,2,4,1.3,1.6,2016-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,N,"LE SUEUR, SCOTT","Minneapolis-St. Paul-Bloomington, MN-WI",Y,Y,Y
93782022,9378,2022,MN0700400,MN0700400,,N,N,,I,SHAKOPEE,SHAKOPEE PD,Shakopee,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,45122,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,38,11,49,10,1,11,1.1,1.3,2016-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,N,SCOTT,"Minneapolis-St. Paul-Bloomington, MN-WI",Y,Y,Y
93792022,9379,2022,MN0700600,MN0700600,,N,N,,I,SAVAGE,SAVAGE PD,Savage,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,33372,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,30,0,30,4,10,14,1.0,1.3,2016-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,N,SCOTT,"Minneapolis-St. Paul-Bloomington, MN-WI",Y,Y,Y
93802022,9380,2022,MN0700900,MN0700900,,N,N,,I,PRIOR LAKE,PRIOR LAKE PD,Prior Lake,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,28559,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,30,0,30,2,4,6,1.1,1.3,2016-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,N,SCOTT,"Minneapolis-St. Paul-Bloomington, MN-WI",Y,Y,Y
93812022,9381,2022,MN0710000,MN0710000,,N,N,,I,SHERBURNE,SHERBURNE CO SO ELK RIVER,Sherburne,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,County,50063,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,68,127,195,9,78,87,1.5,5.6,2016-06-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,N,SHERBURNE,"Minneapolis-St. Paul-Bloomington, MN-WI",Y,Y,Y
93822022,9382,2022,MN0710100,MN0710100,,N,N,,I,BIG LAKE,BIG LAKE PD,Big Lake,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,12625,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,13,0,13,1,2,3,1.1,1.3,2016-06-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,N,SHERBURNE,"Minneapolis-St. Paul-Bloomington, MN-WI",Y,Y,Y
93832022,9383,2022,MN0710200,MN0710200,,N,N,,I,ELK RIVER,ELK RIVER PD,Elk River,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,26519,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,33,1,34,2,7,9,1.3,1.6,2016-06-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,N,SHERBURNE,"Minneapolis-St. Paul-Bloomington, MN-WI",Y,Y,Y
93842022,9384,2022,MN0710400,MN0710400,,N,N,,I,BECKER,BECKER PD,Becker,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,5033,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,8,0,8,0,1,1,1.6,1.8,2016-06-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,N,SHERBURNE,"Minneapolis-St. Paul-Bloomington, MN-WI",Y,Y,Y
93852022,9385,2022,MN0720000,MN0720000,,N,N,,I,SIBLEY,SIBLEY CO SO GAYLORD,Sibley,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,County,7356,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,13,5,18,0,12,12,1.8,4.1,2016-06-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,N,SIBLEY,Not Specified,Y,Y,Y
93862022,9386,2022,MN0730000,MN0730000,,N,N,,I,STEARNS,STEARNS CO SO ST CLOUD,Stearns,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,County,48930,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,69,60,129,11,70,81,1.6,4.3,2016-06-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,N,STEARNS,"St. Cloud, MN",Y,Y,Y
93872022,9387,2022,MN0730100,MN0730100,,N,N,,I,COLD SPRING/RICHMOND,COLD SPRING RICHMOND POLICE DEPARTMENT,Cold Spring/Richmond,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,5730,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,7,0,7,2,1,3,1.6,1.7,2016-06-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,N,STEARNS,"St. Cloud, MN",Y,Y,Y
93882022,9388,2022,MN0730200,MN0730200,,N,N,,I,MELROSE,MELROSE PD,Melrose,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,3604,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,5,0,5,0,1,1,1.4,1.7,2016-06-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,N,STEARNS,"St. Cloud, MN",Y,Y,Y
93892022,9389,2022,MN0730300,MN0730300,,N,N,,I,PAYNESVILLE,PAYNESVILLE PD,Paynesville,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,2497,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,4,0,4,0,0,0,1.6,1.6,2016-06-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,N,STEARNS,"St. Cloud, MN",Y,Y,Y
93902022,9390,2022,MN0730400,MN0730400,,N,N,,I,ST. CLOUD,ST CLOUD PD ST CLOUD,St. Cloud,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,68925,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,92,8,100,19,21,40,1.6,2.0,2016-06-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,N,"BENTON, SHERBURNE, STEARNS","St. Cloud, MN",Y,Y,Y
93912022,9391,2022,MN0730500,MN0730500,,N,N,,I,SAUK CENTRE,SAUK CENTRE PD,Sauk Centre,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,4641,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,8,0,8,0,1,1,1.7,1.9,2016-06-01,2020-11-01,2020-11-01,2020-12-01,2020-12-01,2020-12-01,N,STEARNS,"St. Cloud, MN",Y,Y,Y
93922022,9392,2022,MN0730600,MN0730600,,N,N,,I,WAITE PARK,WAITE PARK PD,Waite Park,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,8349,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,16,0,16,4,5,9,2.4,3.0,2016-06-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,N,STEARNS,"St. Cloud, MN",Y,Y,Y
93942022,9394,2022,MN0730800,MN0730800,,N,N,,I,BELGRADE/BROOTEN,BELGRADE PD,Belgrade/Brooten,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,1368,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,2,0,2,1,0,1,2.2,2.2,2016-06-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,N,STEARNS,"St. Cloud, MN",Y,Y,Y
93962022,9396,2022,MN0731100,MN0731100,,N,N,,I,ST. JOSEPH,ST JOSEPH PD,St. Joseph,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,6937,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,11,0,11,0,2,2,1.6,1.9,2016-06-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,N,STEARNS,"St. Cloud, MN",Y,Y,Y
93972022,9397,2022,MN0731200,MN0731200,,N,N,,I,SARTELL,SARTELL PD,Sartell,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,19607,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,17,2,19,3,2,5,1.0,1.2,2016-06-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,N,"BENTON, STEARNS","St. Cloud, MN",Y,Y,Y
93982022,9398,2022,MN0731400,MN0731400,,N,N,,I,ALBANY,ALBANY PD,Albany,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,2820,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,4,0,4,1,1,2,1.8,2.1,2016-06-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,N,STEARNS,"St. Cloud, MN",Y,Y,Y
93992022,9399,2022,MN0731600,MN0731600,,N,N,,I,AVON,AVON PD,Avon,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,1680,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,3,0,3,0,1,1,1.8,2.4,2016-06-01,2020-12-01,2020-12-01,2021-01-01,2021-01-01,2021-01-01,N,STEARNS,"St. Cloud, MN",Y,Y,Y
