"DATA_YEAR","BIAS_ID","OFFENSE_ID"
2020,21,147201338
2020,21,155371572
2020,21,155371578
2020,22,155371581
2020,22,155371580
2020,21,155371494
2020,21,155371524
2020,21,155371619
2020,21,155371662
2020,21,151022131
2020,21,156844851
2020,21,156851425
2020,21,156844225
2020,21,156851466
2020,21,156851465
2020,21,156851485
2020,21,156851486
2020,21,156851516
2020,21,156851542
2020,21,156851563
2020,21,156851724
2020,21,156851731
2020,22,153858032
2020,21,153858438
2020,21,153858456
2020,21,153858462
2020,21,151022122
2020,21,157044418
2020,21,157044422
2020,21,157044427
2020,21,151022171
2020,21,158758898
2020,21,158758909
2020,21,158758948
2020,21,158758955
2020,21,158758964
2020,21,158758966
2020,21,158758972
2020,21,158758975
2020,21,158758980
2020,21,158758983
2020,21,158759014
2020,21,158759015
2020,21,158759127
2020,21,158759132
2020,21,158759140
2020,21,158759142
2020,21,158759145
2020,21,158759146
2020,21,153776053
2020,21,148299043
2020,21,148296838
2020,21,148296871
2020,21,148296885
2020,21,148297025
2020,21,148297028
2020,21,148298640
2020,21,148298642
2020,21,148298708
2020,21,148298719
2020,21,148298723
2020,21,148298727
2020,21,148298731
2020,21,148298738
2020,21,148298781
2020,21,148299052
2020,21,156852582
2020,21,156852584
2020,21,156852632
2020,21,156852634
2020,21,156852638
2020,21,156852639
2020,21,156852641
2020,21,156852645
2020,21,156852648
2020,21,156852649
2020,21,156852650
2020,21,156852651
2020,21,156852655
2020,21,156852657
2020,22,156852659
2020,21,156852662
2020,21,156852664
2020,21,156852667
2020,21,156852998
2020,21,156853001
2020,21,156853004
2020,21,153858450
2020,22,153858454
2020,21,153858868
2020,22,153858873
2020,22,153858872
2020,21,153858875
2020,21,153858879
2020,21,153858893
2020,21,153858895
2020,21,153858900
2020,21,163207452
2020,21,163207470
2020,21,163207471
2020,21,163207489
2020,21,163207491
2020,21,163207490
2020,21,147190962
2020,21,147191041
2020,21,151022121
2020,21,148313153
2020,21,148313154
2020,21,148313161
2020,21,148313168
2020,21,148313222
2020,21,148313223
2020,21,148313318
2020,21,148313323
2020,21,153859808
2020,21,153860012
2020,21,153860212
2020,21,153860220
2020,21,153860324
2020,21,153860340
2020,21,147190969
2020,21,147190973
2020,21,147201180
2020,21,147201184
2020,21,147201188
2020,21,147201287
2020,21,147201289
2020,21,159151775
2020,21,159151776
2020,21,159151800
2020,21,159152294
2020,21,151022132
2020,21,151022134
2020,21,151022136
2020,21,151022135
2020,21,151022138
2020,21,151022161
2020,21,151022167
2020,21,151022168
2020,21,151022169
2020,21,151022178
2020,21,151022179
2020,21,151022111
2020,21,151022110
2020,21,151022183
2020,21,151022184
2020,21,151022185
2020,21,154263660
2020,21,154263663
2020,21,153786246
2020,21,153786265
2020,21,161034340
2020,21,161034343
2020,21,161034351
2020,21,161034358
2020,21,156819360
2020,21,156819397
2020,21,156851798
2020,21,156851814
2020,21,156851850
2020,21,156851895
2020,22,156852015
2020,22,156852014
2020,21,153859712
2020,21,153866588
2020,21,153866589
2020,21,153866766
2020,21,153867038
2020,21,153867465
2020,21,153868859
2020,21,153869194
2020,21,153869201
2020,21,153870377
2020,21,160928617
2020,21,160928656
2020,21,160928667
2020,21,160928713
2020,21,160928714
2020,21,160928721
2020,21,156845944
2020,21,156834317
2020,21,156834470
2020,21,151233141
2020,21,151233142
2020,21,151233202
2020,21,151233412
2020,21,151233414
2020,21,151233418
2020,21,156846096
2020,21,156851180
2020,21,145117255
2020,21,156852606
2020,21,156852643
2020,21,156852653
2020,21,156852654
2020,21,156852660
2020,21,156852661
2020,21,156852671
2020,21,156852672
2020,21,156852673
2020,21,160073873
2020,21,158369701
2020,21,158369726
2020,21,158369730
2020,21,158369733
2020,21,158369734
2020,21,158369735
2020,21,158369736
2020,21,158369738
2020,21,158369739
2020,21,158369740
2020,21,158369741
2020,21,158369742
2020,21,158369756
2020,21,158369757
2020,21,158369773
2020,21,158402083
2020,21,158402090
2020,21,158402091
2020,21,158402093
2020,21,158402094
2020,21,158402096
2020,21,158402097
2020,21,158402099
2020,21,158402101
2020,21,158402102
2020,21,158402103
2020,21,158402106
2020,21,158402116
2020,21,158402122
2020,21,158402125
2020,21,158402127
2020,21,158402130
2020,21,158402140
2020,21,158402142
2020,21,158402144
2020,22,158402145
2020,22,158402146
2020,21,158402147
2020,21,158402148
2020,21,160059981
2020,21,160060049
2020,21,160060091
2020,21,160060094
2020,21,160060095
2020,21,160060097
2020,21,160060098
2020,21,156833672
2020,16,156833956
2020,21,156834000
2020,21,156834049
2020,21,156834065
2020,21,156834080
2020,21,150630848
2020,21,150630847
2020,21,150630857
2020,21,150630856
2020,21,150630864
2020,21,150630870
2020,21,150630869
2020,21,150630893
2020,21,153805803
2020,21,153195332
2020,21,153805834
2020,21,153805855
2020,21,153195037
2020,21,153805866
2020,21,153195078
2020,21,153805894
2020,21,153806062
2020,21,153194972
2020,21,153194973
2020,22,153196086
2020,21,153806078
2020,21,153194978
2020,21,153194980
2020,21,153806077
2020,21,153806089
2020,21,153194995
2020,21,153194999
2020,21,153806122
2020,21,153806123
2020,22,153806128
2020,21,153806131
2020,21,153195123
2020,21,153806132
2020,21,153196089
2020,21,153806135
2020,21,151663139
2020,21,151663143
2020,21,153806136
2020,21,153806142
2020,21,153806143
2020,21,153806145
2020,21,153806144
2020,21,153806153
2020,21,153806154
2020,21,153806160
2020,21,148296968
2020,21,148297101
2020,21,148297139
2020,22,148297145
2020,22,148297144
2020,21,163221808
2020,21,163222090
2020,21,163222089
2020,21,163222091
2020,21,156835102
2020,21,156845850
2020,21,156844926
2020,21,156844956
2020,21,156844977
2020,22,156851443
2020,22,156851444
2020,21,156851472
2020,21,156851495
2020,21,156851549
2020,21,156851558
2020,21,146299565
2020,21,153143641
2020,21,153143653
2020,22,153143771
2020,21,153143959
2020,21,153143965
2020,21,153144043
2020,21,153144044
2020,21,145661783
2020,21,154789288
2020,21,154789287
2020,21,154789358
2020,21,154789367
2020,21,154789419
2020,21,149829200
2020,22,149829234
2020,21,149829874
2020,21,149829877
2020,21,149829891
2020,21,149829896
2020,21,149829915
2020,21,149829918
2020,21,149829944
2020,21,149829983
2020,21,149829982
2020,21,149829999
2020,21,149830018
2020,21,149830029
2020,21,149830087
2020,21,149830093
2020,21,161377265
2020,21,161377267
2020,21,145291239
2020,21,145301230
2020,21,145301270
2020,21,156815174
2020,21,156815173
2020,21,156823156
2020,21,156823467
2020,21,156823466
2020,22,156823469
2020,21,156823476
2020,21,156823626
2020,21,156823636
2020,21,156823642
2020,21,156823644
2020,21,156823646
2020,21,156823653
2020,21,156823807
2020,21,156823808
2020,21,156823810
2020,21,158880340
2020,21,158880346
2020,21,158880519
2020,21,158880584
2020,21,149829318
2020,21,149829661
2020,21,149829662
2020,21,149829813
2020,21,149829824
2020,21,149829953
2020,21,149829954
2020,21,149829955
