"DATA_YEAR","WEAPON_ID","OFFENSE_ID","NIBRS_WEAPON_ID"
2020,12,158369191,32423053
2020,20,158369196,32423055
2020,12,158502673,32485580
2020,9,158502673,32485579
2020,18,158502876,32485658
2020,19,158502899,32485672
2020,12,158502921,32485675
2020,3,158503007,32485698
2020,3,158503008,32485699
2020,18,158503131,32485727
2020,12,158503212,32485736
2020,12,158503301,32485743
2020,18,162562615,33570120
2020,20,162562793,33570144
2020,19,158393746,32447615
2020,12,158416938,32450399
2020,3,158416940,32450401
2020,12,158416942,32450403
2020,12,158416944,32450405
2020,3,158416945,32450406
2020,12,158416946,32450407
2020,12,159593387,32792263
2020,12,159593408,32792268
2020,20,159718229,32833360
2020,20,159718230,32833361
2020,12,159718694,32833473
2020,3,159822077,32880036
2020,9,159863487,32895995
2020,12,159863491,32895997
2020,20,160147036,32959153
2020,12,159904207,32906164
2020,18,159904202,32906159
2020,12,159904202,32906160
2020,18,159625758,32795898
2020,19,159632202,32796167
2020,12,159632218,32796169
2020,20,159632740,32796266
2020,12,160067341,32944509
2020,12,160142073,32958148
2020,12,160142249,32958181
2020,12,162406099,33531303
2020,20,158393027,32447336
2020,2,158431964,32476800
2020,2,158402128,32448288
2020,2,158431962,32476798
2020,19,158431963,32476799
2020,2,158431966,32476802
2020,2,158431967,32476803
2020,2,158431968,32476804
2020,12,158432074,32476846
2020,12,158784012,32557781
2020,12,158801629,32561125
2020,20,158801642,32561128
2020,4,158801736,32561155
2020,12,158803969,32561579
2020,12,158803970,32561580
2020,2,158804173,32561611
2020,12,158812612,32567317
2020,12,161609287,33326867
2020,3,161563583,33314378
2020,12,161599269,33320915
2020,20,161608772,33326783
2020,20,158916696,32590198
2020,12,158917978,32590421
2020,12,158918158,32590452
2020,9,158939206,32626763
2020,2,158939207,32626764
2020,2,158939208,32626765
2020,3,158939210,32626767
2020,3,158939209,32626766
2020,19,159104166,32653732
2020,12,159104172,32653734
2020,9,159104256,32653768
2020,19,158368467,32422883
2020,12,161415011,33267182
2020,3,161949582,33417183
2020,3,162161174,33466393
2020,2,162279655,33506979
2020,12,158404386,32448833
2020,12,158404393,32448834
2020,12,160907457,33152368
2020,12,160636557,33087391
2020,12,159736325,32861795
2020,12,160145575,32958933
2020,9,160636717,33087423
2020,12,160928294,33155801
2020,11,158393415,32447498
2020,9,161411835,33261584
2020,12,161411837,33261585
2020,20,161411883,33261599
2020,12,161411896,33261601
2020,12,159625541,32795850
2020,19,159625554,32795854
2020,12,159825301,32880847
2020,12,159825302,32880848
2020,11,161415579,33267295
2020,20,161415580,33267296
2020,12,161415766,33267346
2020,20,161415812,33267358
2020,12,161415840,33267363
2020,20,161415856,33267365
2020,12,158432056,32476832
2020,12,161254436,33229494
2020,6,158432036,32476822
2020,20,158502093,32485446
2020,3,158502097,32485447
2020,12,158519372,32498034
2020,12,158519416,32498040
2020,4,158519490,32498050
2020,12,158519703,32498095
2020,12,158520018,32498168
2020,10,158520019,32498169
2020,2,158568749,32509325
2020,12,158568752,32509327
2020,12,159484260,32758842
2020,9,159633036,32796340
2020,20,159633116,32796357
2020,20,159797423,32876980
2020,20,159904810,32906333
2020,3,159825462,32880898
2020,12,159904866,32906342
2020,12,160479148,33049558
2020,12,160496307,33051230
2020,20,160497828,33051483
2020,3,160058484,32943500
2020,12,161598141,33320703
2020,9,160748540,33120204
2020,11,159790220,32873143
2020,5,159790222,32873145
2020,2,159790251,32873154
2020,12,159790766,32873240
2020,12,160926057,33155392
2020,12,160930275,33156250
2020,12,159591347,32791808
2020,20,159591348,32791809
2020,12,159591349,32791810
2020,12,159592437,32792059
2020,20,159592442,32792060
2020,20,159592590,32792094
2020,12,159592617,32792100
2020,12,159592817,32792130
2020,12,159592843,32792141
2020,3,159592891,32792154
2020,3,159592893,32792155
2020,22,159592899,32792159
2020,12,159593405,32792266
2020,12,159593439,32792274
2020,9,160490064,33051043
2020,12,158502321,32485513
2020,2,158502117,32485454
2020,9,160636289,33087330
2020,2,158520429,32498270
2020,3,159718618,32833456
2020,12,158569629,32509496
2020,12,158832031,32568471
2020,3,160747480,33119957
2020,18,160407424,33028983
2020,12,160460231,33046832
2020,12,160656905,33090253
2020,12,159633073,32796346
2020,12,159633511,32806780
2020,12,159633070,32796345
2020,12,159633075,32796347
2020,3,159633095,32796352
2020,12,159633096,32796353
2020,12,159633492,32806775
2020,12,159903442,32905989
2020,9,159903445,32905991
2020,12,159593479,32792279
2020,3,159593565,32792300
2020,12,159593831,32792385
2020,12,159593853,32792388
2020,20,159593869,32792391
2020,20,158519733,32498105
2020,18,158520024,32498173
2020,9,158520025,32498174
2020,3,158520030,32498179
2020,12,158568755,32509328
2020,2,158569374,32509437
2020,22,162399884,33530191
2020,12,161533557,33297193
2020,3,161533629,33297215
2020,12,161533661,33297223
2020,12,161633148,33336963
2020,12,161633239,33336974
2020,3,158520050,32498192
2020,3,158502759,32485616
2020,12,158884388,32583143
2020,3,159904890,32906347
2020,18,159904901,32906349
2020,12,160476301,33048924
2020,19,160476763,33049039
2020,3,160480318,33049878
2020,12,160496311,33051231
2020,20,160497830,33051484
2020,18,160650940,33090058
2020,12,158503600,32485811
2020,12,158519026,32497953
2020,20,158796667,32559679
2020,12,158801751,32561159
2020,12,158801756,32561160
2020,18,158801901,32561202
2020,2,158801925,32561206
2020,12,158802381,32561314
2020,12,158802383,32561315
2020,12,158811976,32567183
2020,2,158832050,32568481
2020,12,161947333,33411533
2020,20,160785269,33128790
2020,9,160785693,33128896
2020,3,160785693,33128895
2020,3,160785991,33128965
2020,12,160786042,33128978
2020,3,161021671,33176794
2020,12,158503435,32485768
2020,2,158503436,32485769
2020,20,158834799,32569043
2020,20,158846886,32569520
2020,3,158847192,32569595
2020,12,158847199,32569597
2020,20,158911268,32588568
