data_year,suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
2021,5,135549660,85.000,1,6820791
2021,2,139268608,1.000,1,11339733
2021,5,134756596,0.780,1,9637123
2021,5,141474294,4.000,9,11681757
2021,5,134831112,5.400,1,9971501
2021,8,141474294,3.000,9,11681758
2021,5,135712519,8.000,1,2953356
2021,5,135948026,1.000,11,10087656
2021,5,135794146,1.000,1,7062229
2021,5,142230313,1.000,11,11795178
2021,5,137582717,1.000,1,11058859
2021,12,137582717,1.000,11,11058860
2021,12,137586302,0.000,1,11059771
2021,12,143831038,2.050,1,12032648
2021,12,136032782,113.000,1,10158147
2021,12,138209772,2.700,1,11161210
2021,5,138209772,5.200,1,11161211
2021,2,148094334,0.950,1,12620847
2021,5,136275852,40.000,1,6901801
2021,5,135810632,4.000,1,7129321
2021,5,135810634,6.000,1,9924599
2021,12,137577960,1.000,11,11057858
2021,12,149080319,0.870,1,12753967
2021,12,143065748,11.000,1,11917029
2021,5,143065748,1.000,9,11917030
2021,5,136574625,1.000,11,6866862
2021,11,148781500,93.600,1,12709568
2021,5,148781500,446.420,1,12709569
2021,5,137551908,4.000,1,11051678
2021,12,138568450,1.000,11,11219432
2021,12,138244601,2.000,1,11167338
2021,5,137499794,0.570,1,11042492
2021,12,146130001,0.290,1,12352555
2021,15,146130001,1.500,9,12352556
2021,5,136811951,1.550,1,6863740
2021,12,136811951,6.055,1,6863741
2021,13,136811951,7.000,9,6863742
2021,16,138273144,1.000,9,11174060
2021,5,142253574,14.000,1,11798281
2021,12,138257688,1.470,1,11170044
2021,5,136798932,1.000,11,10315145
2021,12,138244602,0.000,1,11167339
2021,17,143823591,1.000,11,12031550
2021,12,140151527,0.100,1,11488070
2021,13,137559588,2.535,1,11053715
2021,12,138244604,11.000,1,11167341
2021,8,138244604,14.000,9,11167342
2021,12,138262826,2.000,1,11172153
2021,8,141739422,88.000,9,11724377
2021,4,137551234,1.000,11,11051538
2021,12,142302071,22.000,5,11804392
2021,12,138064767,0.200,1,11137568
2021,5,137785166,13.760,1,11091995
2021,5,137785166,1.000,9,11091996
2021,12,138147490,0.001,1,11151760
2021,5,137501792,1.000,11,11042840
2021,12,138609305,0.000,1,11223366
2021,4,137551053,1.000,11,11051513
2021,2,138648508,1.000,11,11229292
2021,5,138648508,1.000,11,11229293
2021,5,142230325,1.000,11,11795181
2021,12,137503856,1.000,11,11043192
2021,12,138556987,1.000,1,11217605
2021,12,141429811,1.000,1,11674833
2021,12,137620673,1.000,11,11065643
2021,5,142253609,0.355,1,11798282
2021,5,138567826,1.970,1,11219260
2021,12,139777286,0.325,7,11421681
2021,12,139777286,0.225,1,11421682
2021,5,139777286,1.645,1,11421683
2021,12,139000077,7.000,1,11290378
2021,12,139849761,264.000,1,11432259
2021,17,145903792,1.000,11,12322007
2021,8,142230336,3.000,9,11795186
2021,5,139186387,1.000,11,11325226
2021,12,141085570,0.635,1,11630304
2021,12,139158391,0.150,1,11320205
2021,12,148781516,0.010,1,12709571
2021,12,149667696,2.350,1,12840866
2021,5,149667696,0.700,1,12840867
2021,17,145903793,0.000,1,12322008
2021,5,142941532,0.750,1,11898403
2021,5,139221685,25.400,1,11330090
2021,5,137895035,13.000,1,11109248
2021,12,139259922,0.700,1,11338306
2021,12,149667700,127.500,1,12840868
2021,11,149667700,6.200,1,12840869
2021,12,139472169,0.500,1,11372525
2021,5,149667702,16.000,1,12840870
2021,12,139360346,0.100,1,11356883
2021,12,140622561,32.200,1,11560884
2021,5,138065445,1.000,1,11137686
2021,5,148781533,0.500,1,12709574
2021,12,148781533,0.415,1,12709575
2021,12,146130003,0.010,7,12352557
2021,12,140167281,0.001,1,11489703
2021,12,146760764,0.010,1,12436916
2021,5,142230364,9.000,1,11795187
2021,12,140542688,9.000,1,11549890
2021,17,139851622,1.000,9,11432610
2021,12,142253635,0.010,1,11798285
2021,12,141086150,1.110,1,11630388
2021,5,142253638,3.000,1,11798286
2021,2,141989546,0.920,1,11755832
2021,12,141989546,0.525,1,11755833
2021,12,142941549,0.060,1,11898413
2021,8,142941549,3.000,9,11898414
2021,12,138572291,1.000,1,11220193
2021,13,144519089,37.000,9,12124996
2021,12,148781551,0.010,1,12709577
2021,5,141923106,0.250,1,11748138
2021,5,142230377,1.000,11,11795188
2021,12,144519094,1.500,1,12124997
2021,5,139000750,58.000,1,11290548
2021,5,142194215,0.770,1,11790310
2021,5,149667706,20.060,1,12840872
2021,5,142941929,3.000,1,11898501
2021,12,138839028,2.000,1,11263142
2021,5,145907592,6.000,1,12322606
2021,12,141474301,4.000,1,11681759
2021,16,140622973,20.000,1,11560939
2021,12,140166361,0.000,1,11489599
2021,12,148094341,6.225,1,12620849
2021,5,142341280,0.375,1,11809083
2021,12,140624070,1.000,1,11561076
2021,12,142602185,0.145,1,11851015
2021,11,148781602,6.565,1,12709579
2021,12,146130005,0.780,1,12352558
2021,5,142230395,15.000,1,11795190
2021,12,145260527,0.100,1,12229857
2021,5,147029611,0.000,1,12471593
2021,17,139470719,1.000,11,11372281
2021,5,139303129,1.000,11,11345692
2021,12,144519124,0.600,1,12125001
2021,12,146130007,17.210,1,12352559
2021,5,144519128,5.035,1,12125003
2021,16,144519128,0.080,1,12125004
2021,12,144519132,0.420,1,12125005
2021,12,144519133,2.800,1,12125006
2021,12,144585551,0.500,5,12133640
2021,12,139240549,0.000,1,11333832
2021,5,139240550,1.000,1,11333833
2021,12,139240550,6.000,1,11333834
2021,12,141053771,1.000,11,11626505
2021,5,148074765,6.790,1,12617118
2021,12,146130011,0.155,1,12352561
2021,5,145225260,2.010,1,12223749
2021,12,145225261,0.220,1,12223750
2021,12,146131261,0.400,1,12352750
2021,5,146299432,14.130,1,12377221
2021,5,146130015,15.880,1,12352562
2021,13,146130015,5.000,9,12352563
2021,12,146130015,3.390,1,12352564
2021,12,146131262,0.440,1,12352751
2021,12,146131263,2.020,1,12352752
2021,12,148074782,3.090,1,12617119
2021,5,148074782,7.780,1,12617120
2021,8,141053771,1.000,11,11626506
2021,5,140704866,79.000,1,11577927
2021,12,139302471,15.000,1,11345564
2021,12,149667712,0.030,1,12840874
2021,12,141429156,12.000,1,11674764
2021,5,134186869,6.200,1,9500171
2021,12,141085960,3.000,1,11630357
2021,5,135512056,1.000,9,9619356
2021,5,135512056,14.000,1,9619357
2021,5,141085960,3.000,1,11630358
2021,12,139474725,16.000,1,11372880
2021,5,140291197,233.000,1,11511411
2021,5,141721708,3.000,1,11721157
2021,5,135512059,1.000,9,10153773
2021,5,135515296,8.700,1,6938287
2021,5,135512060,7.000,1,10133573
2021,11,135512060,4.000,1,10133574
2021,5,136037788,1.000,1,2912734
2021,12,136666903,2.200,1,9446461
2021,5,140437971,0.000,1,11531081
2021,2,137574607,1.800,1,11056885
2021,12,137574607,0.600,1,11056886
2021,5,137685733,0.400,1,11072854
2021,5,137685733,1.000,9,11072855
2021,5,137685737,0.300,1,11072856
2021,5,137685742,2.000,9,11072857
2021,5,137685743,27.400,1,11072858
2021,5,137685743,1.000,9,11072859
2021,5,138237275,3.000,1,11165922
2021,12,145916552,10.000,1,12324030
2021,5,137784827,1.900,1,11091967
2021,12,137784827,1.000,9,11091968
2021,5,137784829,2.200,1,11091969
2021,5,138237284,1.000,9,11165923
2021,5,138488976,1.000,9,11207630
2021,12,138488986,4.000,9,11207631
2021,12,138488986,41.200,1,11207632
2021,5,138806415,1.100,1,11256042
2021,5,139019406,4.000,1,11294067
2021,17,139019406,14.000,1,11294068
2021,16,139157536,6.000,9,11320058
2021,5,139157537,1.000,5,11320059
2021,5,139157537,5.000,1,11320060
2021,12,141480792,10.000,1,11682565
2021,5,139157540,5.000,9,11320061
2021,12,141429812,2.000,1,11674834
2021,12,141482101,2.000,1,11682770
2021,12,141041754,44.000,9,11625052
2021,12,141041754,26.600,1,11625053
2021,5,141054221,16.800,1,11626600
2021,12,139361439,1.000,11,11357066
2021,12,139361445,1.000,1,11357067
2021,5,139361447,5.500,1,11357068
2021,9,139361447,54.000,9,11357069
2021,11,139361447,9.000,1,11357070
2021,5,139361449,0.900,1,11357071
2021,5,142253671,3.000,1,11798288
2021,5,139361450,10.000,1,11357072
2021,12,141737846,1.000,1,11724153
2021,12,141737586,3.000,1,11724108
2021,12,140288552,2.000,1,11510905
2021,5,140288553,478.000,1,11510906
2021,12,140288555,1.000,9,11510907
2021,5,140623857,26.000,1,11561047
2021,5,140919013,1.000,9,11608750
2021,5,141054225,143.700,1,11626602
2021,12,141721715,1.000,9,11721158
2021,16,141721715,6.000,9,11721159
2021,12,141721727,296.600,1,11721161
2021,5,141721739,0.800,1,11721162
2021,12,142049892,389.600,1,11767737
2021,11,142049893,14.000,1,11767738
2021,16,142049897,1.000,9,11767739
2021,12,142049898,4.000,1,11767740
2021,12,146131265,0.700,1,12352754
2021,5,141418904,1.000,11,11672805
2021,5,142602338,1.000,1,11851047
2021,12,140790612,1.000,11,11588718
2021,12,142254536,3.000,9,11798334
2021,12,142719091,1.000,1,11864832
2021,12,141369462,59.000,1,11666190
2021,12,142719092,1.600,1,11864833
2021,5,142719092,8.700,1,11864834
2021,16,140399310,3.000,1,11525864
2021,5,142602346,2.000,9,11851048
2021,5,142719096,35.000,1,11864835
2021,12,143817600,1.000,1,12030440
2021,5,143817600,19.000,1,12030441
2021,12,141795326,0.000,4,11731285
2021,5,143817602,1.000,9,12030442
2021,12,144151352,0.100,1,12078432
2021,12,143817606,1.000,1,12030443
2021,12,141369463,3.000,1,11666191
2021,12,144151353,135.800,1,12078433
2021,12,140624492,1.000,1,11561158
2021,12,144152502,335.900,1,12078603
2021,5,144963174,7.000,1,12186170
2021,5,144963174,1.000,11,12186171
2021,5,144962907,1.000,9,12186131
2021,2,142661253,1.000,1,11854944
2021,5,145828232,21.000,1,12316530
2021,5,145828232,2.000,9,12316531
2021,12,145828252,2.000,9,12316532
2021,12,145828252,6.800,1,12316533
2021,5,146131266,15.000,1,12352755
2021,12,146131271,68.800,1,12352756
2021,12,142153803,16.000,1,11785601
2021,12,142370958,0.000,1,11812913
2021,5,134184406,1.400,1,9722742
2021,12,134364007,10.000,1,9671041
2021,5,134364007,1.000,10,9671042
2021,12,140790237,1.000,1,11588668
2021,5,142253675,6.000,1,11798289
2021,5,136033271,1.000,9,9470777
2021,5,136672012,20.000,1,10757059
2021,12,137538779,5.000,1,11049662
2021,12,141034323,13.000,1,11624245
2021,2,137685771,1.300,1,11072860
2021,5,137784830,1.000,9,11091970
2021,5,138237291,1.000,9,11165924
2021,5,141721754,0.010,1,11721163
2021,16,141721754,1.000,11,11721164
2021,12,139361636,476.300,1,11357118
2021,5,139361636,161.500,1,11357119
2021,12,138806418,0.010,1,11256043
2021,5,141721759,1.000,11,11721165
2021,5,139361639,0.700,1,11357121
2021,12,139925594,1.000,1,11446699
2021,5,139925594,4.000,9,11446700
2021,5,139925595,4.000,1,11446701
2021,5,139925595,1.000,9,11446702
2021,5,139925596,1.000,7,11446703
2021,5,139925596,4.800,1,11446704
2021,5,139925597,14.000,1,11446705
2021,5,140624166,8.000,1,11561087
2021,5,140624166,12.000,9,11561088
2021,9,140624166,1.000,9,11561089
2021,12,140624168,1.000,9,11561090
2021,5,141721766,11.000,1,11721166
2021,12,141721873,5.000,1,11721178
2021,8,141034323,0.000,1,11624246
2021,5,141041895,43.000,1,11625079
2021,5,142602351,1.000,9,11851049
2021,4,141991497,1.000,1,11756099
2021,12,141991497,3.000,1,11756100
2021,12,141170883,0.000,1,11637599
2021,12,142602352,1.000,1,11851050
2021,2,142602355,0.100,1,11851051
2021,12,141418409,1.000,1,11672725
2021,4,141418409,0.000,1,11672726
2021,12,141482112,1.000,1,11682776
2021,17,141534842,1.000,1,11692086
2021,5,142602357,1.000,9,11851052
2021,12,142602358,1.000,9,11851053
2021,5,141538895,1.000,11,11692764
2021,12,142999008,0.010,1,11907565
2021,5,141721646,14.000,1,11721149
2021,5,141889736,1.000,11,11742281
2021,5,142999008,0.600,1,11907566
2021,12,143158122,1.000,11,11929533
2021,12,143822717,360.000,1,12031415
2021,5,143158125,2.000,9,11929534
2021,5,143158125,7.000,1,11929535
2021,5,143158130,1.000,9,11929536
2021,16,143158133,8.000,9,11929537
2021,5,143158133,1.000,9,11929538
2021,5,143158133,6.000,1,11929539
2021,5,144962911,1.000,10,12186132
2021,12,144090488,1.000,1,12071652
2021,5,146763376,1.000,1,12437232
2021,2,144962914,1.000,9,12186133
2021,5,144962923,3.000,1,12186134
2021,12,142257603,0.000,1,11798658
2021,12,145225413,1.600,1,12223776
2021,12,145828385,4.800,1,12316566
2021,12,142163032,0.000,1,11786527
2021,8,142192190,37.000,9,11790205
2021,12,134107115,1.000,1,9593430
2021,12,134140837,0.000,1,9579895
2021,12,142188802,2.000,1,11789871
2021,12,134130225,0.000,1,9463896
2021,12,142188810,23.000,1,11789874
2021,16,134617688,0.000,1,10296165
2021,12,134624082,0.000,1,9739684
2021,8,134624082,0.000,1,9739685
2021,12,142238990,6.000,1,11796510
2021,12,134950099,0.000,1,9797379
2021,5,142340458,1.000,11,11808983
2021,12,135512062,0.000,1,10133575
2021,8,135541271,0.000,1,10190580
2021,12,142584049,6.000,1,11849051
2021,12,135538901,0.000,1,7038382
2021,17,142532292,1.000,1,11838357
2021,16,142532956,1.000,1,11838473
2021,12,139475140,2.000,3,11372953
2021,2,136666914,0.000,1,10232891
2021,5,142602657,1.000,11,11851106
2021,5,138879467,84.000,1,11265336
2021,16,142602657,3.000,9,11851107
2021,17,142602657,0.000,1,11851108
2021,12,142601152,4.000,1,11850834
2021,12,136672018,0.000,1,10738287
2021,5,136673854,4.000,1,6805328
2021,12,136812011,0.000,1,6806167
2021,16,145527114,10.000,9,12271284
2021,12,136827876,0.000,1,6767437
2021,5,137538786,0.000,1,11049663
2021,16,146125488,0.000,1,12351944
2021,12,147166858,8.000,1,12491452
2021,5,139149829,0.000,1,11318760
2021,8,137566541,0.000,1,11055186
2021,12,143831041,0.000,1,12032649
2021,5,137681665,4.000,1,11072572
2021,12,138237165,111.000,1,11165907
2021,12,138264099,0.000,1,11172787
2021,4,148513453,2.000,1,12680219
2021,12,138374159,0.000,1,11194158
2021,12,138374364,0.000,1,11194188
2021,5,138374364,0.000,1,11194189
2021,2,138573989,0.000,1,11220474
2021,11,138786791,41.000,1,11249896
2021,5,138786791,1215.000,1,11249897
2021,8,138786792,55.000,9,11249898
2021,12,138785306,0.000,1,11249659
2021,5,139303640,179.000,1,11345826
2021,12,147201252,2.000,1,12496534
2021,5,147201252,1.000,1,12496535
2021,12,147166859,0.000,1,12491453
2021,12,147166859,1.000,11,12491454
2021,12,147166860,1.000,1,12491455
2021,8,143630884,2.000,9,12000190
2021,5,144883642,1.000,3,12179983
2021,12,146783464,14.000,1,12439276
2021,12,138876907,0.000,1,11265071
2021,12,139019522,0.000,8,11294096
2021,4,139018802,0.000,1,11293969
2021,12,139018806,3.000,1,11293973
2021,12,150043954,0.000,1,12891703
2021,12,139853631,18.000,1,11432987
2021,12,139241046,0.000,1,11333924
2021,12,139241048,0.000,1,11333925
2021,5,144538183,15.000,1,12127442
2021,12,147900292,3.000,1,12594378
2021,2,139852190,0.000,1,11432746
2021,5,139472173,0.000,1,11372529
2021,5,139851556,0.000,1,11432603
2021,12,140439126,34.000,1,11531269
2021,8,145145113,0.000,1,12209288
2021,8,148689187,1.000,9,12701871
2021,5,144397361,0.000,1,12108379
2021,12,142942303,0.000,1,11898550
2021,12,142302530,0.000,1,11804487
2021,17,145456893,4.000,9,12256758
2021,13,145456893,1.000,9,12256759
2021,2,148556510,1.000,1,12687087
2021,12,141087210,0.000,1,11630565
2021,5,141889252,0.000,1,11742194
2021,12,141499745,10.000,1,11685306
2021,4,148556510,0.000,1,12687088
2021,12,145386492,3.000,1,12249355
2021,5,142884795,18.000,1,11888455
2021,5,146762055,1.000,11,12437071
2021,12,145522003,8.000,1,12270178
2021,12,145916851,2.000,3,12324081
2021,17,146295609,4.000,9,12376975
2021,12,141793856,1.000,1,11730993
2021,8,143144038,0.000,1,11927945
2021,12,142943462,2.000,7,11898805
2021,13,146295609,30.000,9,12376976
2021,12,135796597,33.000,1,10121725
2021,2,146286058,2.000,1,12375399
2021,12,142694725,0.000,1,11860545
2021,2,145820953,0.000,1,12315817
2021,11,143109464,17.000,1,11923214
2021,12,142926124,0.000,1,11895768
2021,12,143143584,6.000,1,11927887
2021,8,143143584,0.000,1,11927888
2021,12,143151936,0.000,1,11928888
2021,8,143151936,1.000,1,11928889
2021,8,143151936,70.000,9,11928890
2021,4,143635997,0.000,1,12000928
2021,5,136033730,4.000,1,10095780
2021,12,145074180,0.000,7,12201085
2021,12,135800588,0.000,1,6925976
2021,16,145296299,19.000,9,12235758
2021,5,135800588,1.000,1,6925977
2021,12,135884911,37.000,1,9653524
2021,5,139000307,0.000,1,11290443
2021,12,136271712,1.000,1,10226896
2021,12,148014522,0.000,1,12608576
2021,12,139000518,1.000,1,11290483
2021,12,144546414,3.000,1,12128659
2021,12,145557885,0.000,1,12275196
2021,12,145039267,0.000,1,12195253
2021,12,145528182,0.000,1,12271364
2021,12,145557889,10.000,1,12275197
2021,15,139001124,7.000,9,11290629
2021,12,139000533,5.000,1,11290484
2021,12,139000541,0.000,1,11290486
2021,12,145556411,0.000,1,12274869
2021,12,145791369,0.000,1,12310782
2021,12,146294997,0.000,1,12376891
2021,15,146294999,8.000,9,12376892
2021,12,139150402,0.000,1,11318884
2021,12,137721380,6.000,1,11079848
2021,12,139000556,36.000,1,11290489
2021,5,136037517,0.000,1,7027183
2021,12,136037517,4.000,1,7027184
2021,12,139000558,0.000,1,11290490
2021,12,138236193,1.000,1,11165730
2021,12,138373253,30.000,1,11194002
2021,5,138656385,1.000,1,11230750
2021,5,136881885,1.000,11,5786416
2021,2,142230593,2.000,1,11795209
2021,12,145913405,0.000,1,12323437
2021,5,139472176,0.000,1,11372530
2021,16,147194121,1.000,9,12495451
2021,16,147194121,0.000,1,12495452
2021,12,141087000,2.000,1,11630541
2021,12,138609706,1.000,1,11223393
2021,16,139019258,2.000,1,11294042
2021,12,142254488,1.000,11,11798328
2021,4,141369464,3.000,1,11666192
2021,12,141889690,1.000,1,11742273
2021,12,147194125,4.000,1,12495453
2021,5,147194125,18.000,1,12495454
2021,12,140117503,1.000,1,11482952
2021,12,142998341,0.000,1,11907442
2021,12,143816557,2.000,1,12030232
2021,12,141418905,3.000,1,11672806
2021,12,144564608,0.000,1,12131047
2021,5,145916419,0.000,1,12324010
2021,5,145913410,1.000,11,12323439
2021,12,144556038,1.000,1,12129745
2021,2,144556038,0.000,1,12129746
2021,5,147193920,0.000,1,12495420
2021,12,145828442,7.000,1,12316571
2021,12,141738074,9.000,1,11724191
2021,12,138879037,1.000,1,11265283
2021,12,136032680,0.000,1,9655101
2021,12,141991936,0.000,1,11756155
2021,4,142191639,0.000,1,11790152
2021,12,137577918,23.000,1,11057850
2021,5,137577918,1.000,1,11057851
2021,12,137582819,100.000,1,11058873
2021,12,137651312,2.000,1,11070432
2021,5,143012415,111.000,1,11909659
2021,5,142532850,32.000,1,11838454
2021,8,142254514,0.000,1,11798331
2021,5,138022256,0.000,1,11134841
2021,12,138273242,3.000,1,11174079
2021,5,142687584,11.000,1,11859624
2021,4,140289383,0.000,1,11511036
2021,12,138573991,0.000,1,11220475
2021,8,144566276,1.000,9,12131355
2021,5,143546679,15.000,1,11993800
2021,12,139243463,0.000,1,11334307
2021,12,142254518,6.000,1,11798332
2021,12,144459058,1.000,1,12117586
2021,5,142254532,0.000,1,11798333
2021,4,144459058,0.000,1,12117587
2021,12,144948780,0.000,1,12184238
2021,12,141915689,0.000,1,11746851
2021,5,142059616,10.000,1,11769741
2021,12,142059616,1.000,1,11769742
2021,12,142194216,0.000,1,11790311
2021,12,142259128,0.000,1,11798829
2021,8,142259128,11.000,9,11798830
2021,12,142194217,0.000,1,11790312
2021,12,148042080,1.000,1,12611932
2021,12,144962137,4.000,1,12186018
2021,5,145295806,1.000,1,12235670
2021,4,142194217,3.000,1,11790313
2021,12,145557057,12.000,1,12274970
2021,5,145557057,7.000,1,12274971
2021,12,145731986,3.000,1,12301155
2021,12,144457797,1.000,1,12117316
2021,5,144537253,0.000,1,12127305
2021,12,145148095,0.000,1,12209879
2021,4,145076918,0.000,1,12201658
2021,5,146763383,1.000,9,12437233
2021,5,145903298,1.000,1,12321949
2021,12,145791374,1.000,1,12310783
2021,12,136459450,1.000,11,6897973
2021,12,134238206,1.130,1,9463833
2021,12,136275980,0.570,1,6895919
2021,5,134862320,0.010,1,2604791
2021,5,136275875,178.590,1,7061496
2021,12,135311262,1.300,1,10064406
2021,12,146570521,13.000,1,12407363
2021,5,135549738,16.000,1,10313142
2021,5,138258080,6.060,1,11170115
2021,12,138258080,0.700,1,11170116
2021,12,137559537,16.000,1,11053700
2021,4,137538855,0.690,1,11049670
2021,12,137559538,6.000,1,11053701
2021,12,138065364,0.670,1,11137669
2021,12,138147491,1.020,1,11151761
2021,4,138264694,0.260,1,11173281
2021,4,139000925,1.580,1,11290583
2021,4,138785308,6.450,1,11249660
2021,5,139019752,1.790,1,11294128
2021,4,139019752,0.430,1,11294129
2021,12,139019752,2.780,1,11294130
2021,12,139082200,116.300,1,11303147
2021,5,139082200,16.000,1,11303148
2021,12,139186903,38.000,1,11325296
2021,12,139221196,10.050,1,11330011
2021,12,139273955,4.300,1,11340273
2021,12,135059574,2.000,1,2979682
2021,5,141721877,0.110,1,11721181
2021,8,141721877,1.000,1,11721182
2021,15,135059574,0.000,1,2979683
2021,12,142230733,0.000,1,11795239
2021,5,134622709,1.000,1,9612427
2021,12,140919160,25.820,1,11608773
2021,8,146884282,2.000,9,12457158
2021,12,141842279,4.500,1,11740078
2021,12,142106470,4.140,1,11777748
2021,8,135058837,5.000,9,9819435
2021,12,135058837,0.000,1,9819436
2021,12,135062745,0.000,1,10017783
2021,12,142255077,31.800,1,11798379
2021,12,142923932,0.080,1,11895603
2021,5,142926851,0.001,1,11895850
2021,12,135058863,1.000,1,9819437
2021,5,143154765,0.010,1,11929086
2021,12,143154765,26.200,1,11929087
2021,16,144008805,21.100,1,12061109
2021,5,144008805,34.100,1,12061110
2021,16,144008805,94.000,9,12061111
2021,5,134943426,1.000,1,9311115
2021,12,146763385,0.001,1,12437234
2021,12,146131281,2.900,1,12352758
2021,12,145296300,7.900,1,12235759
2021,12,135054964,1.000,1,9833892
2021,12,145556629,220.000,1,12274897
2021,8,145556629,5.000,1,12274898
2021,5,145557155,32.800,1,12274990
2021,12,145557155,2.800,1,12274991
2021,5,146084942,6.300,1,12346268
2021,12,145908092,53.300,1,12322676
2021,12,135307568,179.000,1,10369831
2021,4,135461183,20.000,5,6809322
2021,12,135485280,0.460,1,6978032
2021,2,135252028,0.000,1,9238735
2021,12,144485265,0.023,3,12121194
2021,12,144151763,0.500,1,12078497
2021,12,135366728,21.000,1,10046190
2021,8,137184174,1.000,11,5992989
2021,5,137578164,28.890,1,11057913
2021,5,137538868,1.000,11,11049672
2021,12,137538869,2.570,1,11049673
2021,5,137586542,9.340,1,11059822
2021,12,137765520,0.720,1,11088745
2021,5,137765520,0.900,1,11088746
